locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJOBDCKL_02107	CDS	1482	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
FJOBDCKL_02108	CDS	1500	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FJOBDCKL_02109	CDS	2781	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
FJOBDCKL_02110	CDS	1002				hypothetical protein
FJOBDCKL_02111	CDS	1602				hypothetical protein
FJOBDCKL_02112	CDS	870	amiE	3.5.1.4		Aliphatic amidase
FJOBDCKL_02113	CDS	477	lrp_2		COG1522	Leucine-responsive regulatory protein
FJOBDCKL_02114	CDS	1014	doeB_1	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
FJOBDCKL_02115	CDS	1200	doeA_1	3.5.4.44	COG0006	Ectoine hydrolase
FJOBDCKL_02116	CDS	936	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
FJOBDCKL_02117	CDS	579	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
FJOBDCKL_02118	CDS	1344	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
FJOBDCKL_02119	CDS	747				hypothetical protein
FJOBDCKL_02120	CDS	927	lysO		COG2431	Lysine exporter LysO
FJOBDCKL_02121	CDS	1437	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
FJOBDCKL_02122	CDS	585	baeR		COG0745	Transcriptional regulatory protein BaeR
FJOBDCKL_02123	CDS	435				hypothetical protein
FJOBDCKL_02124	CDS	675				hypothetical protein
FJOBDCKL_02125	CDS	1254				hypothetical protein
FJOBDCKL_02126	CDS	3303				hypothetical protein
FJOBDCKL_02127	CDS	1284	sbcD		COG0420	Nuclease SbcCD subunit D
FJOBDCKL_02128	CDS	696	nfi	3.1.21.7	COG1515	Endonuclease V
FJOBDCKL_02129	CDS	552				hypothetical protein
FJOBDCKL_02130	CDS	885	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
FJOBDCKL_02131	CDS	426	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
FJOBDCKL_02132	CDS	681				hypothetical protein
FJOBDCKL_02133	CDS	1008				hypothetical protein
FJOBDCKL_02134	CDS	2358				hypothetical protein
FJOBDCKL_02135	CDS	1506				hypothetical protein
FJOBDCKL_02136	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
FJOBDCKL_02137	CDS	774	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
FJOBDCKL_02138	CDS	1275	nupX		COG1972	Putative nucleoside permease NupX
FJOBDCKL_02139	CDS	681	guaB_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FJOBDCKL_02140	CDS	1155		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
FJOBDCKL_02141	CDS	2166	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
FJOBDCKL_02142	CDS	1185	ackA_3	2.7.2.1	COG0282	Acetate kinase
FJOBDCKL_02143	CDS	912				hypothetical protein
FJOBDCKL_02144	CDS	870	yegS	2.7.1.-		lipid kinase YegS
FJOBDCKL_02145	CDS	501				hypothetical protein
FJOBDCKL_02146	CDS	921	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
FJOBDCKL_02147	CDS	1221	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
FJOBDCKL_02148	CDS	1803		2.4.1.-	COG0366	Glucosylglycerate phosphorylase
FJOBDCKL_02149	CDS	669	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
FJOBDCKL_02150	CDS	930	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
FJOBDCKL_02151	CDS	378				hypothetical protein
FJOBDCKL_02152	CDS	399			COG0346	Virulence protein
FJOBDCKL_02153	CDS	645				hypothetical protein
FJOBDCKL_02154	CDS	1422	ycaD			putative MFS-type transporter YcaD
FJOBDCKL_02155	CDS	1794	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FJOBDCKL_02156	CDS	1632		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FJOBDCKL_02157	CDS	849		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
FJOBDCKL_02158	CDS	774	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
FJOBDCKL_02159	CDS	1065	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
FJOBDCKL_02160	CDS	426				hypothetical protein
FJOBDCKL_02161	CDS	999			COG3039	IS5 family transposase IS1021
FJOBDCKL_02162	CDS	477		1.11.1.15		Peroxiredoxin
FJOBDCKL_02163	CDS	1080	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
FJOBDCKL_02164	CDS	387				hypothetical protein
FJOBDCKL_02165	CDS	546				hypothetical protein
FJOBDCKL_02166	CDS	921	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
FJOBDCKL_02167	CDS	351				hypothetical protein
FJOBDCKL_02168	CDS	849	ycbX		COG0633	putative protein YcbX
FJOBDCKL_02169	CDS	1899				hypothetical protein
FJOBDCKL_02170	CDS	441				hypothetical protein
FJOBDCKL_02171	CDS	357				hypothetical protein
FJOBDCKL_02172	CDS	975				hypothetical protein
FJOBDCKL_02173	CDS	816				hypothetical protein
FJOBDCKL_02174	CDS	2127				hypothetical protein
FJOBDCKL_02175	CDS	1071				hypothetical protein
FJOBDCKL_02176	CDS	1446				hypothetical protein
FJOBDCKL_02177	CDS	3240				hypothetical protein
FJOBDCKL_02178	CDS	441				hypothetical protein
FJOBDCKL_02179	CDS	579				hypothetical protein
FJOBDCKL_02180	CDS	648	todT		COG4566	Response regulator protein TodT
FJOBDCKL_02181	CDS	1566	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
FJOBDCKL_02182	CDS	669				hypothetical protein
FJOBDCKL_02183	CDS	636	nudL	3.6.1.-		putative Nudix hydrolase NudL
FJOBDCKL_02184	CDS	558				hypothetical protein
FJOBDCKL_02185	CDS	315			COG0327	GTP cyclohydrolase 1 type 2 
FJOBDCKL_02186	CDS	507				Immunogenic protein MPB70
FJOBDCKL_02187	CDS	303				hypothetical protein
FJOBDCKL_02188	CDS	699		1.6.5.2		NAD(P)H dehydrogenase (quinone)
FJOBDCKL_02189	CDS	681	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
FJOBDCKL_02190	CDS	1392	ycjX		COG3106	putative protein YcjX
FJOBDCKL_02191	CDS	183				hypothetical protein
FJOBDCKL_02192	CDS	543				hypothetical protein
FJOBDCKL_02193	CDS	246				hypothetical protein
FJOBDCKL_02194	CDS	1407				hypothetical protein
FJOBDCKL_02195	CDS	750	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
FJOBDCKL_02196	CDS	579				hypothetical protein
FJOBDCKL_02197	CDS	978	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
FJOBDCKL_02198	CDS	918				hypothetical protein
FJOBDCKL_02199	CDS	801	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
FJOBDCKL_02200	CDS	2205	pat_2	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
FJOBDCKL_02201	CDS	804	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
FJOBDCKL_02202	CDS	1893				hypothetical protein
FJOBDCKL_02203	CDS	2448	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
FJOBDCKL_02204	CDS	1704	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
FJOBDCKL_02205	CDS	1470	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
FJOBDCKL_02206	CDS	618	betI		COG1309	HTH-type transcriptional regulator BetI
FJOBDCKL_02207	CDS	966				hypothetical protein
FJOBDCKL_02208	tRNA	77				tRNA-Met(cat)
FJOBDCKL_02209	tRNA	76				tRNA-Asn(gtt)
FJOBDCKL_02210	tRNA	76				tRNA-Asn(gtt)
FJOBDCKL_02211	tRNA	76				tRNA-Asn(gtt)
FJOBDCKL_02212	CDS	2073	prc	3.4.21.102	COG0793	Tail-specific protease
FJOBDCKL_02213	CDS	1302	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
FJOBDCKL_02214	tRNA	77				tRNA-Met(cat)
FJOBDCKL_02215	tRNA	76				tRNA-Glu(ttc)
FJOBDCKL_02216	tRNA	75				tRNA-Gly(gcc)
FJOBDCKL_02217	tRNA	76				tRNA-Glu(ttc)
FJOBDCKL_02218	tRNA	75				tRNA-Gly(gcc)
FJOBDCKL_02219	tRNA	76				tRNA-Glu(ttc)
FJOBDCKL_02220	tRNA	75				tRNA-Gly(gcc)
FJOBDCKL_02221	CDS	981	yadG_2		COG1131	putative ABC transporter ATP-binding protein YadG
FJOBDCKL_02222	CDS	774	yadH_2		COG0842	Inner membrane transport permease YadH
FJOBDCKL_02223	CDS	834	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
FJOBDCKL_02224	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
FJOBDCKL_02225	CDS	504				hypothetical protein
FJOBDCKL_02226	CDS	2037				hypothetical protein
FJOBDCKL_02227	CDS	735	anr_2			Transcriptional activator protein Anr
FJOBDCKL_02228	CDS	1005	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
FJOBDCKL_02229	CDS	2715				hypothetical protein
FJOBDCKL_02230	CDS	1590	sdcS_3		COG0471	Sodium-dependent dicarboxylate transporter SdcS
FJOBDCKL_02231	CDS	1176				hypothetical protein
FJOBDCKL_02232	CDS	615	vbhT	2.7.7.-		Adenosine monophosphate-protein transferase VbhT
FJOBDCKL_02233	CDS	165				hypothetical protein
FJOBDCKL_02234	CDS	102				hypothetical protein
FJOBDCKL_02235	CDS	123				hypothetical protein
FJOBDCKL_02236	tRNA	88				tRNA-Ser(gga)
FJOBDCKL_02237	CDS	444				hypothetical protein
FJOBDCKL_02238	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
FJOBDCKL_02239	CDS	1095	bepF			Efflux pump periplasmic linker BepF
FJOBDCKL_02240	CDS	1176			COG2081	putative protein
FJOBDCKL_02241	CDS	735	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
FJOBDCKL_02242	CDS	459				hypothetical protein
FJOBDCKL_02243	CDS	378				hypothetical protein
FJOBDCKL_02244	CDS	501				hypothetical protein
FJOBDCKL_02245	CDS	285				hypothetical protein
FJOBDCKL_02246	CDS	408	yqjE		COG5393	Inner membrane protein YqjE
FJOBDCKL_02247	CDS	324	yqjD		COG4575	putative protein YqjD
FJOBDCKL_02248	CDS	1062				hypothetical protein
FJOBDCKL_02249	CDS	3372	mscK		COG3264	Mechanosensitive channel MscK
FJOBDCKL_02250	CDS	765	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
FJOBDCKL_02251	CDS	2040				hypothetical protein
FJOBDCKL_02252	CDS	1224				hypothetical protein
FJOBDCKL_02253	CDS	1383				hypothetical protein
FJOBDCKL_02254	CDS	780	glnQ_4			Glutamine transport ATP-binding protein GlnQ
FJOBDCKL_02255	CDS	654	yecS_1		COG0765	L-cystine transport system permease protein YecS
FJOBDCKL_02256	CDS	642	yecS_2		COG0765	L-cystine transport system permease protein YecS
FJOBDCKL_02257	CDS	804	fliY		COG0834	L-cystine-binding protein FliY
FJOBDCKL_02258	CDS	1191	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FJOBDCKL_02259	CDS	885	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
FJOBDCKL_02260	rRNA	111				5S ribosomal RNA
FJOBDCKL_02261	CDS	702	trmB_1	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
FJOBDCKL_02262	CDS	330	emrE		COG2076	Multidrug transporter EmrE
FJOBDCKL_02263	CDS	1437	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
FJOBDCKL_02264	CDS	372	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
FJOBDCKL_02265	CDS	3000	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
FJOBDCKL_02266	CDS	438	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
FJOBDCKL_02267	CDS	948				hypothetical protein
FJOBDCKL_02268	CDS	786	pcaR		COG1414	Pca regulon regulatory protein
FJOBDCKL_02269	CDS	1329	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
FJOBDCKL_02270	CDS	831	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
FJOBDCKL_02271	CDS	774	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
FJOBDCKL_02272	CDS	1203	pcaF	2.3.1.174		Beta-ketoadipyl-CoA thiolase
FJOBDCKL_02273	CDS	1170	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
FJOBDCKL_02274	CDS	918	gbpR			HTH-type transcriptional regulator GbpR
FJOBDCKL_02275	CDS	729	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
FJOBDCKL_02276	CDS	633	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
FJOBDCKL_02277	CDS	831	kce_3	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
FJOBDCKL_02278	CDS	1710	mopR_1			Phenol regulator MopR
FJOBDCKL_02279	CDS	90				hypothetical protein
FJOBDCKL_02280	CDS	378				hypothetical protein
FJOBDCKL_02281	CDS	546				hypothetical protein
FJOBDCKL_02282	CDS	1551	pchF	1.17.99.1		4-cresol dehydrogenase [hydroxylating] flavoprotein subunit
FJOBDCKL_02283	CDS	1467	pchA	1.2.1.96		4-hydroxybenzaldehyde dehydrogenase (NADP(+))
FJOBDCKL_02284	CDS	1095	xylB	1.1.1.90		Aryl-alcohol dehydrogenase
FJOBDCKL_02285	CDS	1695	mopR_2			Phenol regulator MopR
FJOBDCKL_02286	CDS	975	catA_1	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
FJOBDCKL_02287	CDS	1857	mobA_2	1.14.13.23	COG0654	3-hydroxybenzoate 4-monooxygenase
FJOBDCKL_02288	CDS	1059	tfdF	1.3.1.32		Maleylacetate reductase
FJOBDCKL_02289	CDS	849	npcC	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
FJOBDCKL_02290	CDS	396				hypothetical protein
FJOBDCKL_02291	CDS	222				hypothetical protein
FJOBDCKL_02292	CDS	135				hypothetical protein
FJOBDCKL_02293	CDS	906	pcpR			PCP degradation transcriptional activation protein
FJOBDCKL_02294	CDS	1524				hypothetical protein
FJOBDCKL_02295	CDS	741				IS21 family transposase ISCARN89
FJOBDCKL_02296	CDS	1257	nahG	1.14.13.1		Salicylate hydroxylase
FJOBDCKL_02297	CDS	1176	amiC_3			Aliphatic amidase expression-regulating protein
FJOBDCKL_02298	CDS	282	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
FJOBDCKL_02299	CDS	471	nicR		COG1846	HTH-type transcriptional repressor NicR
FJOBDCKL_02300	CDS	1233				hypothetical protein
FJOBDCKL_02301	CDS	1032				hypothetical protein
FJOBDCKL_02302	CDS	528				hypothetical protein
FJOBDCKL_02303	CDS	1290	dctM_6		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FJOBDCKL_02304	CDS	444				hypothetical protein
FJOBDCKL_02305	CDS	894	rhaR_3			HTH-type transcriptional activator RhaR
FJOBDCKL_02306	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
FJOBDCKL_02307	CDS	903	benM_2			HTH-type transcriptional regulator BenM
FJOBDCKL_02308	CDS	1122	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
FJOBDCKL_02309	CDS	291	catC_2	5.3.3.4	COG4829	Muconolactone Delta-isomerase
FJOBDCKL_02310	CDS	975	catA_2	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
FJOBDCKL_02311	CDS	1368	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
FJOBDCKL_02312	CDS	489	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
FJOBDCKL_02313	CDS	1026	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
FJOBDCKL_02314	CDS	795	lvr	1.1.1.-		Levodione reductase
FJOBDCKL_02315	CDS	1251				hypothetical protein
FJOBDCKL_02316	CDS	1200	ydcO		COG3135	Inner membrane protein YdcO
FJOBDCKL_02317	CDS	405				hypothetical protein
FJOBDCKL_02318	CDS	996				hypothetical protein
FJOBDCKL_02319	CDS	1635	ectT			Ectoine/hydroxyectoine transporter
FJOBDCKL_02320	CDS	174				hypothetical protein
FJOBDCKL_02321	CDS	1362				hypothetical protein
FJOBDCKL_02322	CDS	1161				hypothetical protein
FJOBDCKL_02323	CDS	522				hypothetical protein
FJOBDCKL_02324	CDS	1050				hypothetical protein
FJOBDCKL_02325	CDS	651				hypothetical protein
FJOBDCKL_02326	CDS	657				hypothetical protein
FJOBDCKL_02327	CDS	207	scoF_2		COG1278	Cold shock protein ScoF
FJOBDCKL_02328	CDS	417				hypothetical protein
FJOBDCKL_02329	CDS	645	rhtB_5		COG1280	Homoserine/homoserine lactone efflux protein
FJOBDCKL_02330	CDS	1947	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
FJOBDCKL_02331	CDS	345				hypothetical protein
FJOBDCKL_02332	CDS	489				hypothetical protein
FJOBDCKL_02333	CDS	471				hypothetical protein
FJOBDCKL_02334	CDS	1908	htpG		COG0326	Chaperone protein HtpG
FJOBDCKL_02335	CDS	1572	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
FJOBDCKL_02336	CDS	1443	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
FJOBDCKL_02337	CDS	1065	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FJOBDCKL_02338	CDS	477	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
FJOBDCKL_02339	CDS	948				hypothetical protein
FJOBDCKL_02340	CDS	99				hypothetical protein
FJOBDCKL_02341	CDS	813				hypothetical protein
FJOBDCKL_02342	CDS	897	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FJOBDCKL_02343	CDS	1074			COG1752	putative NTE family protein
FJOBDCKL_02344	CDS	558	mutS2	3.1.-.-		Endonuclease MutS2
FJOBDCKL_02345	CDS	954	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
FJOBDCKL_02346	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
FJOBDCKL_02347	CDS	471				hypothetical protein
FJOBDCKL_02348	CDS	417				hypothetical protein
FJOBDCKL_02349	CDS	1839	phaC_3	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
FJOBDCKL_02350	CDS	1467	lnt_1	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
FJOBDCKL_02351	CDS	882	corC		COG4535	Magnesium and cobalt efflux protein CorC
FJOBDCKL_02352	CDS	489	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
FJOBDCKL_02353	CDS	1122	ybeZ		COG1702	PhoH-like protein
FJOBDCKL_02354	CDS	1344	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
FJOBDCKL_02355	CDS	639				hypothetical protein
FJOBDCKL_02356	CDS	642	tpm	2.1.1.67		Thiopurine S-methyltransferase
FJOBDCKL_02357	CDS	591				hypothetical protein
FJOBDCKL_02358	CDS	429	yjaB	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
FJOBDCKL_02359	CDS	621	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
FJOBDCKL_02360	CDS	1017	msrP_2	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FJOBDCKL_02361	CDS	1092	cysA_2	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
FJOBDCKL_02362	CDS	828	cysW		COG4208	Sulfate transport system permease protein CysW
FJOBDCKL_02363	CDS	855	cysT		COG0555	Sulfate transport system permease protein CysT
FJOBDCKL_02364	CDS	1011	cysP		COG4150	Thiosulfate-binding protein
FJOBDCKL_02365	CDS	702	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
FJOBDCKL_02366	CDS	276				hypothetical protein
FJOBDCKL_02367	CDS	1299	ndh	1.6.99.3	COG1252	NADH dehydrogenase
FJOBDCKL_02368	CDS	666	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
FJOBDCKL_02369	CDS	102				hypothetical protein
FJOBDCKL_02370	CDS	1500	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
FJOBDCKL_02371	CDS	609	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
FJOBDCKL_02372	CDS	1020	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
FJOBDCKL_02373	CDS	804	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
FJOBDCKL_02374	CDS	1800	nhaP2_2			K(+)/H(+) antiporter NhaP2
FJOBDCKL_02375	CDS	3132			COG0247	putative protein
FJOBDCKL_02376	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
FJOBDCKL_02377	CDS	1104	yhhT		COG0628	Putative transport protein YhhT
FJOBDCKL_02378	CDS	324	trxA			Thioredoxin 1
FJOBDCKL_02379	CDS	972	cysB			HTH-type transcriptional regulator CysB
FJOBDCKL_02380	CDS	621	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
FJOBDCKL_02381	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
FJOBDCKL_02382	CDS	711	gntR			putative D-xylose utilization operon transcriptional repressor
FJOBDCKL_02383	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
FJOBDCKL_02384	CDS	1128	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
FJOBDCKL_02385	CDS	2616	acnM	4.2.1.3	COG1048	Aconitate hydratase A
FJOBDCKL_02386	CDS	1179		5.3.3.-	COG2828	2-methyl-aconitate isomerase
FJOBDCKL_02387	CDS	1482	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
FJOBDCKL_02388	CDS	747				ISL3 family transposase ISAba43
FJOBDCKL_02389	CDS	1977				hypothetical protein
FJOBDCKL_02390	CDS	1281				hypothetical protein
FJOBDCKL_02391	CDS	810				hypothetical protein
FJOBDCKL_02392	CDS	1164				hypothetical protein
FJOBDCKL_02393	CDS	1008		1.1.1.1		Alcohol dehydrogenase
FJOBDCKL_02394	CDS	1191	doeA_2	3.5.4.44	COG0006	Ectoine hydrolase
FJOBDCKL_02395	CDS	726	yeeN		COG0217	putative transcriptional regulatory protein YeeN
FJOBDCKL_02396	CDS	435				hypothetical protein
FJOBDCKL_02397	CDS	903				hypothetical protein
FJOBDCKL_02398	CDS	1404	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
FJOBDCKL_02399	CDS	1209				hypothetical protein
FJOBDCKL_02400	CDS	1467	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
FJOBDCKL_02401	CDS	393			COG0537	putative HIT-like protein
FJOBDCKL_02402	CDS	318				hypothetical protein
FJOBDCKL_02403	CDS	258				hypothetical protein
FJOBDCKL_02404	CDS	918		3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
FJOBDCKL_02405	CDS	372	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
FJOBDCKL_02406	CDS	633	argO		COG1279	Arginine exporter protein ArgO
FJOBDCKL_02407	CDS	870	argP		COG0583	HTH-type transcriptional regulator ArgP
FJOBDCKL_02408	CDS	876	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
FJOBDCKL_02409	CDS	546				hypothetical protein
FJOBDCKL_02410	CDS	351				hypothetical protein
FJOBDCKL_02411	CDS	411	copA_4	3.6.3.54	COG2217	Copper-exporting P-type ATPase
FJOBDCKL_02412	CDS	285	kdpB	3.6.3.12		Potassium-transporting ATPase ATP-binding subunit
FJOBDCKL_02413	CDS	1344				hypothetical protein
FJOBDCKL_02414	CDS	645				hypothetical protein
FJOBDCKL_02415	CDS	969	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FJOBDCKL_02416	CDS	462	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
FJOBDCKL_02417	CDS	489	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
FJOBDCKL_02418	CDS	2862	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FJOBDCKL_02419	CDS	1074	ribF		COG0196	Riboflavin biosynthesis protein RibF
FJOBDCKL_02420	CDS	1602	murJ		COG0728	putative lipid II flippase MurJ
FJOBDCKL_02421	CDS	267	rpsT		COG0268	30S ribosomal protein S20
FJOBDCKL_02422	CDS	1140	proB	2.7.2.11		Glutamate 5-kinase
FJOBDCKL_02423	CDS	342				hypothetical protein
FJOBDCKL_02424	CDS	225				hypothetical protein
FJOBDCKL_02425	CDS	1188	obg	3.6.5.-		GTPase Obg
FJOBDCKL_02426	CDS	258	rpmA		COG0211	50S ribosomal protein L27
FJOBDCKL_02427	CDS	312	rplU		COG0261	50S ribosomal protein L21
FJOBDCKL_02428	CDS	999	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
FJOBDCKL_02429	tRNA	77				tRNA-Pro(cgg)
FJOBDCKL_02430	CDS	453	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
FJOBDCKL_02431	CDS	1479	sdcS_4		COG0471	Sodium-dependent dicarboxylate transporter SdcS
FJOBDCKL_02432	CDS	231				hypothetical protein
FJOBDCKL_02433	CDS	804	resA_2			Thiol-disulfide oxidoreductase ResA
FJOBDCKL_02434	CDS	2949	rapA_2	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
FJOBDCKL_02435	CDS	906			COG1090	Epimerase family protein
FJOBDCKL_02436	CDS	1089		1.6.3.5	COG3380	Renalase
FJOBDCKL_02437	CDS	921				hypothetical protein
FJOBDCKL_02438	CDS	1416	phrB_2	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
FJOBDCKL_02439	CDS	441				hypothetical protein
FJOBDCKL_02440	CDS	786		1.-.-.-		putative oxidoreductase
FJOBDCKL_02441	CDS	1347				hypothetical protein
FJOBDCKL_02442	CDS	765				hypothetical protein
FJOBDCKL_02443	CDS	1272				hypothetical protein
FJOBDCKL_02444	CDS	525				hypothetical protein
FJOBDCKL_02445	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
FJOBDCKL_02446	CDS	1218	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
FJOBDCKL_02447	CDS	750				hypothetical protein
FJOBDCKL_02448	CDS	888				hypothetical protein
FJOBDCKL_02449	CDS	645				Single-stranded DNA-binding protein
FJOBDCKL_02450	CDS	1389	yajR		COG0477	Inner membrane transport protein YajR
FJOBDCKL_02451	CDS	2862	uvrA		COG0178	UvrABC system protein A
FJOBDCKL_02452	CDS	420				hypothetical protein
